,name,category,original,sale,link
808,Nike Sportswear Club Fleece,Crew,$200,$150.97,https://www.nike.com/t/sportswear-club-fleece-crew-TWcqLw/BV2662-258
809,Indiana Pacers City Edition,Nike Dri-FIT NBA Swingman Jersey,$200,$150.97,https://www.nike.com/t/indiana-pacers-city-edition-dri-fit-nba-swingman-jersey-kfTgKQ/DB4030-420
810,Nike Sportswear Club Fleece,Joggers,$200,$150.97,https://www.nike.com/t/sportswear-club-fleece-joggers-KflRdQ/BV2671-362
811,Nike Dri-FIT Rise 365,Men's Short-Sleeve Running Top,$200,$150.97,https://www.nike.com/t/dri-fit-rise-365-mens-short-sleeve-running-top-rPq09C/CZ9184-690
812,Nike Dri-FIT Miler,Men's Running Top,$200,$150.97,https://www.nike.com/t/dri-fit-miler-mens-running-top-95KFGR/CU5992-869
813,Nike Sportswear Sport Essentials+,Men's Pullover Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-sport-essentials-mens-pullover-hoodie-W2b9n7/DD5126-476
814,Nike Sportswear Swoosh,Men's French Terry Shorts,$200,$150.97,https://www.nike.com/t/sportswear-swoosh-mens-french-terry-shorts-3sL57C/DD5997-063
815,Nike Dri-FIT UV Run Division Miler,Men's Long-Sleeve Running Top,$200,$150.97,https://www.nike.com/t/dri-fit-uv-run-division-miler-mens-long-sleeve-running-top-lx7svx/DD5999-084
816,Nike Sportswear,Men's French Terry Shorts,$200,$150.97,https://www.nike.com/t/sportswear-mens-french-terry-shorts-2bBwdC/DJ5308-739
817,NikeCourt Dri-FIT Victory,Men's Printed Tennis Top,$200,$150.97,https://www.nike.com/t/nikecourt-dri-fit-victory-mens-printed-tennis-top-74sjFD/DA4366-451
818,Nike Lil' Penny,Men's Premium Basketball Shorts,$200,$150.97,https://www.nike.com/t/lil-penny-mens-premium-basketball-shorts-Nkm9nP/DA5993-480
819,Nike Therma-FIT,Men's Winterized Full-Zip Training Hoodie,$200,$150.97,https://www.nike.com/t/therma-fit-mens-winterized-full-zip-training-hoodie-Gs2QgM/DD2128-326
820,Nike Dri-FIT Lil' Penny,Men's Premium Basketball Jersey,$200,$150.97,https://www.nike.com/t/dri-fit-lil-penny-mens-premium-basketball-jersey-595H1n/DA5991-480
821,Nike College Club Fleece (UNC),Men's Sweatshirt,$200,$150.97,https://www.nike.com/t/club-fleece-unc-mens-sweatshirt-tqVWrF/DJ8095-448
822,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-Q6PtX4/DD1274-100
823,Nike Dri-FIT Pro,Trail Running Cap,$200,$150.97,https://www.nike.com/t/dri-fit-pro-trail-running-cap-TpFPCf/DC3625-011
824,Nike Sportswear Max90,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-max90-mens-t-shirt-SzZ6t9/DJ5309-852
825,Nike Dri-FIT Trail Element,Men's 1/2-Zip Trail Running Top,$200,$150.97,https://www.nike.com/t/dri-fit-trail-element-mens-1-2-zip-trail-running-top-SmlLD8/DD4580-510
826,Nike Sportswear Club Fleece,Pullover Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-club-fleece-pullover-hoodie-Gw4Nwq/BV2654-813
827,Nike Sportswear Style Essentials+,Men's Fleece 1/2-Zip Top,$200,$150.97,https://www.nike.com/t/sportswear-style-essentials-mens-fleece-1-2-zip-top-Bsdx0V/DD4870-010
828,Nike Sportswear Premium Essentials,Men's Lined M65 Jacket,$200,$150.97,https://www.nike.com/t/sportswear-premium-essentials-mens-lined-m65-jacket-fdrBKJ/CZ9879-010
829,Nike College (West Virginia),Men's Hoodie,$200,$150.97,https://www.nike.com/t/west-virginia-mens-hoodie-nDdPs9/DH4740-050
830,Nike Sportswear Sport Essentials+,Men's Semi-Brushed Shorts,$200,$150.97,https://www.nike.com/t/sportswear-sport-essentials-mens-semi-brushed-shorts-WPdTJr/DD7043-533
831,Nike Sportswear A.I.R. Machine,Men's Long-Sleeve T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-air-machine-mens-long-sleeve-t-shirt-7QP6Vs/DJ1383-010
832,Nike Air Zoom Winflo 7,Men's Road Running Shoes,$200,$150.97,https://www.nike.com/t/air-zoom-wio-7-mens-road-running-shoes-810FRg/CJ0291-003
833,Nike Dri-FIT Trail,Men's Trail Running T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-trail-mens-trail-running-t-shirt-z8fjBZ/DD4464-715
834,Nike Zoom Rival M 9,Track & Field Multi-Event Spikes,$200,$150.97,https://www.nike.com/t/zoom-rival-m-9-track-field-multi-event-spikes-mCJ29r/AH1020-005
835,Nike Pro Hyperflow,Mouthguard,$200,$150.97,https://www.nike.com/t/pro-hyperflow-mouthguard-ZwTJZeJd/NUU32-917
836,Nike Dri-FIT DNA+,Men's Basketball Shorts,$200,$150.97,https://www.nike.com/t/dri-fit-dna-mens-basketball-shorts-5f2V5m/CV1897-731
837,LeBron 18,Basketball Shoes,$200,$150.97,https://www.nike.com/t/lebron-18-basketball-shoes-jgn5lq/CQ9283-401
838,Nike Dri-FIT ADV Tiger Woods,Men's Golf Polo,$200,$150.97,https://www.nike.com/t/dri-fit-adv-tiger-woods-mens-golf-polo-pj446W/DA3075-017
839,Nike Sportswear Sport Essentials+,Men's Pullover Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-sport-essentials-mens-pullover-hoodie-8pwVbq/DM8882-010
840,Jordan Jumpman Flight,Men's Short-Sleeve T-Shirt,$200,$150.97,https://www.nike.com/t/jordan-jumpman-flight-mens-short-sleeve-t-shirt-nCcgH7/DA9879-010
841,Nike Sportswear New York City,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-new-york-city-mens-t-shirt-hTMXw2/DJ5847-010
842,Nike Dri-FIT Run Division Pinnacle,Men's Running Shorts,$200,$150.97,https://www.nike.com/t/dri-fit-run-division-pinnacle-mens-running-shorts-5q3szz/DA1294-033
843,All-Star Essential (Kevin Durant Nets),Men's Jordan NBA Player T-Shirt,$200,$150.97,https://www.nike.com/t/all-star-essential-kevin-durant-nets-mens-jordan-nba-player-t-shirt-lDV4zs/DH7147-084
844,Nike Dri-FIT Run Division Rise 365,Men's Long-Sleeve Running Top,$200,$150.97,https://www.nike.com/t/dri-fit-run-division-rise-365-mens-long-sleeve-running-top-FQVpJF/DD6021-010
845,Los Angeles Lakers,Men's Nike NBA T-Shirt,$200,$150.97,https://www.nike.com/t/los-angeles-lakers-mens-nba-t-shirt-Rwp0Wn/CV8528-730
846,Nike Sportswear Style Essentials,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-style-essentials-mens-t-shirt-VG8K0T/DD7018-326
847,"Giannis ""Freak""",Men's Mesh Jersey,$200,$150.97,https://www.nike.com/t/giannis-freak-mens-mesh-jersey-j5wBsd/DA5682-010
848,NikeCourt Dri-FIT ADV Slam,Men's Tennis Polo,$200,$150.97,https://www.nike.com/t/nikecourt-dri-fit-adv-slam-mens-tennis-polo-zmNZhL/DA4325-657
849,"Jordan Series .02 ""Dear Dean""",Shoes,$200,$150.97,https://www.nike.com/t/jordan-series-2-dear-dean-shoes-3dvWKb/DJ0417-100
850,Jordan College Dri-FIT Spotlight (Georgetown),Men's Pullover Hoodie,$200,$150.97,https://www.nike.com/t/jordandri-fit-spotlight-georgetown-mens-pullover-hoodie-wR1KGB/DD6204-419
851,Naomi Osaka,Pullover Tennis Hoodie,$200,$150.97,https://www.nike.com/t/naomi-osaka-pullover-tennis-hoodie-zTqv2J/DJ4663-010
852,Nike Sportswear Heritage Essentials,Men's Woven Flow Shorts,$200,$150.97,https://www.nike.com/t/sportswear-heritage-essentials-mens-woven-flow-shorts-DfLpmB/DC1877-320
853,NikeCourt Dri-FIT,Men's Tennis Polo,$200,$150.97,https://www.nike.com/t/nikecourt-dri-fit-mens-tennis-polo-wbq1P3/CW6288-010
854,Nike College Dri-FIT Spotlight (Kentucky),Men's Pullover Hoodie,$200,$150.97,https://www.nike.com/t/dri-fit-spotlight-kentucky-mens-pullover-hoodie-K0KNSJ/DD6217-480
855,Nike Yoga Dri-FIT,Men's Graphic T-Shirt,$200,$150.97,https://www.nike.com/t/yoga-dri-fit-mens-graphic-t-shirt-Kkmbhc/DD6925-100
856,Nike Sportswear Therma-FIT Legacy,Men's Reversible Hooded Jacket,$200,$150.97,https://www.nike.com/t/sportswear-therma-fit-legacy-mens-reversible-hooded-jacket-8xjXpT/DH2783-010
857,Nike Sportswear,Men's Keep It Clean Pullover Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-mens-keep-it-clean-pullover-hoodie-NKvBgP/DM2199-010
858,Nike Sportswear Swoosh,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-swoosh-mens-t-shirt-LzncrX/DC5094-320
859,Nike Yoga Dri-FIT,Men's Short-Sleeve Top,$200,$150.97,https://www.nike.com/t/yoga-dri-fit-mens-short-sleeve-top-Gb9v8d/BV4034-591
860,Nike College Heritage86 (Penn State),Hat,$200,$150.97,https://www.nike.com/t/heritage86-penn-state-hat-WfRKzF/DH2236-100
861,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-kfvbl6/DD1286-800
862,Nike Dri-FIT,Men's Running T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-mens-running-t-shirt-dFk8Ct/CW0945-010
863,"LeBron x Space Jam: A New Legacy ""Tune Squad""",Men's Nike Varsity Jacket,$200,$150.97,https://www.nike.com/t/lebron-x-space-jam-a-new-legacy-tune-squad-mens-varsity-jacket-tBl4j9/DJ3891-010
864,Nike Sportswear Storm-FIT Windrunner,Men's Hooded Jacket,$200,$150.97,https://www.nike.com/t/sportswear-storm-fit-windrunner-mens-hooded-jacket-1XlGm6/DD6795-077
865,Nike Revolution 5,Men's Road Running Shoes,$200,$150.97,https://www.nike.com/t/revolution-5-mens-road-running-shoes-ZXqS6C/BQ3204-001
866,Nike Sportswear Premium Essential,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-premium-essential-mens-t-shirt-SS1mBB/DB3193-010
867,Nike Therma,Men's Basketball Pants,$200,$150.97,https://www.nike.com/t/therma-mens-basketball-pants-lvkRL2/DM0995-010
868,Nike Therma HBR,Men's Basketball Pullover Hoodie,$200,$150.97,https://www.nike.com/t/therma-hbr-mens-basketball-pullover-hoodie-fLPnB7/DM0992-010
869,Nike Therma-FIT Repel Run Division Miler,Men's Running Jacket,$200,$150.97,https://www.nike.com/t/therma-fit-repel-run-division-miler-mens-running-jacket-dfK1hf/DD6102-077
870,Nike Benassi JDI,Men's Slides,$200,$150.97,https://www.nike.com/t/benassi-jdi-mens-slides-JMOEGm/343880-001
871,Nike Air Max 97,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-97-mens-shoes-7HhHJk/DM8126-001
872,"Nike SFB Field 2 8"" GORE-TEX",Tactical Boot,$200,$150.97,https://www.nike.com/t/sfb-field-2-8-gore-tex-tactical-boot-hk7SJs/AQ1199-001
873,Nike Free X Metcon 2,Men's Training Shoe,$200,$150.97,https://www.nike.com/t/free-x-metcon-2-mens-training-shoe-9s2JzN/AQ8306-004
874,Nike Free Run Trail,Men's Shoes,$200,$150.97,https://www.nike.com/t/free-run-trail-mens-shoes-Hk55DQ/CW5814-400
875,Nike Air Max 90,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-90-mens-shoes-0dDPPK/DM8316-400
876,Nike Air Max Pre-Day LX,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-pre-day-lx-mens-shoes-JBXGg7/DC5330-300
877,Nike Sportswear Swoosh,Men's Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-swoosh-mens-hoodie-2Y7gjl/826433-063
878,Nike Blazer Low X,Men's Shoes,$200,$150.97,https://www.nike.com/t/blazer-low-x-mens-shoes-SBj1Gh/DA2045-100
879,Nike Air Zoom-Type SE,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-zoom-type-se-mens-shoes-QPrxxj/CV2220-100
880,Nike SB,Fleece Graphic Skate Shorts,$200,$150.97,https://www.nike.com/t/sb-fleece-graphic-skate-shorts-xZBQ5F/DH1994-010
881,Nike Challenger OG,Men's Shoes,$200,$150.97,https://www.nike.com/t/challenger-og-mens-shoes-wrhSPb/CW7645-002
882,Nike SB Zoom Stefan Janoski Canvas RM,Skate Shoes,$200,$150.97,https://www.nike.com/t/sb-zoom-stefan-janoski-canvas-rm-skate-shoes-qfDpRn/AR7718-500
883,Nike Dri-FIT Legend,Men's Training T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-legend-mens-training-t-shirt-knTPqEkv/718833-010
884,Nike Free RN 2018,Men's Running Shoe,$200,$150.97,https://www.nike.com/t/free-rn-2018-mens-running-shoe-4VTnGqeZ/942836-003
885,Nike Chance,Sunglasses,$200,$150.97,https://www.nike.com/t/chance-sunglasses-4xc9pk/EV1218-266
886,Nike Yoga,Men's Pants,$200,$150.97,https://www.nike.com/t/yoga-mens-pants-FCVVZG/CU6782-203
887,"Nike Pro ""Sports Specialties"" Script",Cap,$200,$150.97,https://www.nike.com/t/pro-sports-specialties-script-cap-THgBfK/DJ5695-010
888,Nike Sportswear Tech Fleece,Men's Shorts,$200,$150.97,https://www.nike.com/t/sportswear-tech-fleece-mens-shorts-8sXggV/CU4503-410
889,"Nike Therma-FIT ADV ACG ""Lunar Lake""",Puffer Vest,$200,$150.97,https://www.nike.com/t/therma-fit-adv-acg-lunar-lake-puffer-vest-2jQXXX/DH3075-010
890,Nike Sportswear Club,Men's French Terry Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-club-mens-french-terry-hoodie-zHSNdX/DO6163-310
891,Nike React Tiempo Legend 9 Pro IC,Indoor/Court Soccer Shoe,$200,$150.97,https://www.nike.com/t/react-tiempo-legend-9-pro-ic-indoor-court-soccer-shoe-JjRFg1/DA1183-403
892,Nike Dri-FIT,Men's Running T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-mens-running-t-shirt-0X7STF/DD4470-063
893,Jordan Dri-FIT Air,Men's Diamond Allover Printed Shorts,$200,$150.97,https://www.nike.com/t/jordan-dri-fit-air-mens-diamond-allover-printed-shorts-KBxg43/DD0850-010
894,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-2l020l/CN1427-010
895,Nike SuperRep Go 2,Men's Training Shoes,$200,$150.97,https://www.nike.com/t/superrep-go-2-mens-training-shoes-JdlPlj/DH2728-091
896,Nike AeroSwift,"Men's 2"" Running Shorts",$200,$150.97,https://www.nike.com/t/aeroswift-mens-2-running-shorts-5qt7L7/CJ7837-639
897,Nike Sportswear Fantasy Creature,Men's Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-fantasy-creature-mens-hoodie-2tmLLg/DM2249-133
898,Nike Dri-FIT Victory,Men's Printed Golf Polo,$200,$150.97,https://www.nike.com/t/dri-fit-victory-mens-printed-golf-polo-3HlqLP/CU9843-842
899,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-WMplNS/AR4993-800
900,Jordan New York City,Men's Pullover Hoodie,$200,$150.97,https://www.nike.com/t/jordan-new-york-city-mens-pullover-hoodie-p0QRNZ/DD8068-091
901,Nike Dri-FIT Elite Stripe,Men's Basketball Shorts,$200,$150.97,https://www.nike.com/t/dri-fit-elite-stripe-mens-basketball-shorts-T5Pssx/CV1748-101
902,Nike ACG,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/acg-mens-t-shirt-64ddhd/DJ3642-670
903,Nike Sportswear Tech Fleece,Men's Washed Joggers,$200,$150.97,https://www.nike.com/t/sportswear-tech-fleece-mens-washed-joggers-4KR10t/CZ9918-455
904,Nike Dri-FIT DNA 3.0,Men's Basketball Shorts,$200,$150.97,https://www.nike.com/t/dri-fit-dna-3-mens-basketball-shorts-Pg98XL/DA5844-065
905,Nike Everyday Cotton Stretch,Men's Boxer Briefs (3-Pack),$200,$150.97,https://www.nike.com/t/everyday-cotton-stretch-mens-boxer-briefs-3-pack-vRjq5Z/KE1107-811
906,Nike Sportswear,Men's Long-Sleeve T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-long-sleeve-t-shirt-qwrWHM/CI6291-102
907,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-5005p3/DD1272-307
908,Nike React Infinity Run Flyknit 2,Men's Road Running Shoes,$200,$150.97,https://www.nike.com/t/react-infinity-run-flyknit-2-mens-road-running-shoes-DttDF2/CT2357-006
909,Nike Dri-FIT Vapor,Men's Golf Polo,$200,$150.97,https://www.nike.com/t/dri-fit-vapor-mens-golf-polo-pGxCd1/CU9531-010
910,Nike Dri-FIT,Men's Basketball Jersey,$200,$150.97,https://www.nike.com/t/dri-fit-mens-basketball-jersey-T1qLCl/DA1041-010
911,Nike DBreak-Type,Men's Shoes,$200,$150.97,https://www.nike.com/t/dbreak-type-mens-shoes-CxCBss/CJ1156-601
912,Nike Therma (MLB Boston Red Sox),Men's Pullover,$200,$150.97,https://www.nike.com/t/therma-boston-red-sox-mens-pullover-R5dptC/NKXBN1E-BR7
913,Nike Sportswear Therma-FIT Legacy,Men's Hooded Jacket,$200,$150.97,https://www.nike.com/t/sportswear-therma-fit-legacy-mens-hooded-jacket-dpRlXW/DD6857-084
914,Nike,Expandable Fanny Pack,$200,$150.97,https://www.nike.com/t/expandable-fanny-pack-1N30CX/N2364-082
915,Nike Sportswear,Men's Classic Fleece Crew,$200,$150.97,https://www.nike.com/t/sportswear-mens-classic-fleece-crew-H4zp9c/DA0021-399
916,Nike Essential Micro,Men's Boxer Briefs,$200,$150.97,https://www.nike.com/t/essential-micro-mens-boxer-briefs-CwlVzq/KE1091-012
917,Nike Dri-FIT ADV Tiger Woods,Men's Golf Polo,$200,$150.97,https://www.nike.com/t/dri-fit-adv-tiger-woods-mens-golf-polo-nQlbxk/DA2995-017
918,Nike College (Oklahoma),Fleece Pants,$200,$150.97,https://www.nike.com/t/oklahoma-fleece-pants-4rRDm6/DH3751-063
919,Nike Metcon 5,Men's Training Shoes,$200,$150.97,https://www.nike.com/t/metcon-5-mens-training-shoes-lFwjMP/AQ1189-001
920,Nike Dri-FIT Standard Issue,Men's Full-Zip Basketball Hoodie,$200,$150.97,https://www.nike.com/t/dri-fit-standard-issue-mens-full-zip-basketball-hoodie-j4WHn6/CK6362-063
921,Nike Vapor Edge Pro 360,Men's Football Cleats,$200,$150.97,https://www.nike.com/t/vapor-edge-pro-360-mens-football-cleats-Ff9S1D/AO8277-007
922,Nike Therma-FIT Repel Challenger,Men's Running Pants,$200,$150.97,https://www.nike.com/t/therma-fit-repel-challenger-mens-running-pants-cxjnfk/DD6215-084
923,Nike Dri-FIT Standard Issue,Men's Basketball Sweatshirt,$200,$150.97,https://www.nike.com/t/dri-fit-standard-issue-mens-basketball-sweatshirt-pbTB3s/DA6741-419
924,Nike Dri-FIT,Men's Basketball Shorts,$200,$150.97,https://www.nike.com/t/dri-fit-mens-basketball-shorts-vgS8mJ/CV1912-657
925,Nike College Replica (Michigan),Men's Basketball Jersey,$200,$150.97,https://www.nike.com/t/replica-michigan-mens-basketball-jersey-sfqzT5/AT8782-420
926,"Giannis ""Freak""",Men's Mesh Basketball Shorts,$200,$150.97,https://www.nike.com/t/giannis-freak-mens-mesh-basketball-shorts-VLS7fM/DA5689-010
927,Nike Air Max Genome,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-genome-mens-shoes-f4SHr3/CW1648-002
928,Nike College (Alabama),Men's Basketball Shorts,$200,$150.97,https://www.nike.com/t/alabama-mens-basketball-shorts-xKBTbD/DJ8424-698
929,Nike Waffle Trainer 2 SD,Men's Shoes,$200,$150.97,https://www.nike.com/t/waffle-trainer-2-sd-mens-shoes-ntNTQ5/DC8865-600
930,Nike Dri-FIT,Men’s Swoosh Training T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-mens-swoosh-training-t-shirt-LwDhZh/CZ9724-100
931,Tiger Woods,Men's Knit Golf Sweater,$200,$150.97,https://www.nike.com/t/tiger-woods-mens-knit-golf-sweater-XlMQrh/CU9782-003
932,Nike Dri-FIT Victory,Men's 1/2-Zip Golf Top,$200,$150.97,https://www.nike.com/t/dri-fit-victory-mens-1-2-zip-golf-top-F2TrfW/BV0398-419
933,Nike College Dri-FIT Spotlight (Duke),Men's Pants,$200,$150.97,https://www.nike.com/t/dri-fit-spotlight-duke-mens-pants-rkJWfM/DD6357-480
934,Nike Therma,Men's Training Pants,$200,$150.97,https://www.nike.com/t/therma-mens-training-pants-xV5QHN/932253-071
935,Nike College Retro (Ohio State),Men's Fleece Hoodie,$200,$150.97,https://www.nike.com/t/retro-ohio-state-mens-fleece-hoodie-Vshw50/DJ8341-063
936,Nike Sportswear Alumni,Men's French Terry Shorts,$200,$150.97,https://www.nike.com/t/sportswear-alumni-mens-french-terry-shorts-tLfmxJ/AR2375-337
937,Nike Dri-FIT Sport Clash,Men's Short-Sleeve Training Top,$200,$150.97,https://www.nike.com/t/dri-fit-sport-clash-mens-short-sleeve-training-top-L8t5nF/DD1899-010
938,Nike Therma-FIT Wild Run Element,Men's 1/2-Zip Running Top,$200,$150.97,https://www.nike.com/t/therma-fit-wild-run-element-mens-1-2-zip-running-top-BTLzhB/DD6764-097
939,Nike Dri-FIT DNA,Men's Basketball Shorts,$200,$150.97,https://www.nike.com/t/dri-fit-dna-mens-basketball-shorts-q1LZd0/DO6164-073
940,NikeCourt Dri-FIT Advantage,"Men's 9"" Tennis Shorts",$200,$150.97,https://www.nike.com/t/nikecourt-dri-fit-advantage-mens-9-tennis-shorts-VXNbpH/CW5944-671
941,Nike Air Presto,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-presto-mens-shoes-JlLlWz/CT3550-800
942,Nike Dri-FIT Wordmark Outline Legend (MLB St. Louis Cardinals),Men's T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-wordmark-outline-legend-st-louis-cardinals-mens-t-shirt-2w9VMn/N922M5Z-SC0
943,Nike Dri-FIT Vapor,Men's Graphic Golf Polo,$200,$150.97,https://www.nike.com/t/dri-fit-vapor-mens-graphic-golf-polo-hPNCGg/DA2955-100
944,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-qgwzfD/DM2279-010
945,Nike College Dri-FIT (Tennessee),Men's Long-Sleeve Sweatshirt,$200,$150.97,https://www.nike.com/t/dri-fit-tennessee-mens-long-sleeve-sweatshirt-WBfnzR/DH2770-222
946,Nike Dri-FIT Sport Clash,Men's Printed Training Pants,$200,$150.97,https://www.nike.com/t/dri-fit-sport-clash-mens-printed-training-pants-hh1CxF/DD1711-010
947,Nike Sportswear Swoosh Tech Fleece,Men's Pants,$200,$150.97,https://www.nike.com/t/sportswear-swoosh-tech-fleece-mens-pants-4BpCFp/DH1023-063
948,Nike Sportswear Essentials+,Men's French Terry Shorts,$200,$150.97,https://www.nike.com/t/sportswear-essentials-mens-french-terry-shorts-sGmZvt/DD4682-362
949,Nike SB,Camo Skate Cargo Pants,$200,$150.97,https://www.nike.com/t/sb-camo-skate-cargo-pants-7pG070/DN4989-320
950,Nike Standard Issue,Men's Mesh Basketball Shorts,$200,$150.97,https://www.nike.com/t/standard-issue-mens-mesh-basketball-shorts-jN7tCJ/DA3030-100
951,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-0nPbnW/DJ1347-010
952,Jordan College Dri-FIT Spotlight (UNC),Men's Pants,$200,$150.97,https://www.nike.com/t/jordandri-fit-spotlight-unc-mens-pants-rVrr6Z/DD6385-419
953,PG 5,Basketball Shoes,$200,$150.97,https://www.nike.com/t/pg-5-basketball-shoes-9zqWmn/CW3143-101
954,Nike Sportswear,Men's Woven Flow Shorts,$200,$150.97,https://www.nike.com/t/sportswear-mens-woven-flow-shorts-VFft3H/AR2382-814
955,Nike Dri-FIT ReLuxe,Men's Boxer Briefs (2-Pack),$200,$150.97,https://www.nike.com/t/dri-fit-reluxe-mens-boxer-briefs-2-pack-52GNlF/KE1104-033
956,Nike College Club (Texas),Men's Full-Zip Fleece Hoodie,$200,$150.97,https://www.nike.com/t/club-texas-mens-full-zip-fleece-hoodie-X4nlp9/DJ8419-063
